text,IsHAB_AIDE_SOC
"This establishment is a EHPAD located in LE SOLER, PYRENEES-ORIENTALES. Its legal status is Privé non lucratif. It is classified as: EHPAD. It has a capacity of 86 places. It offers complete accommodation, an Alzheimer specialized unit. It has APL housing support. Its minimum price is 1928.7 euros. The median minimum price in its department is 1998.3 euros. Its price is below the department median price. Its price is slightly lower than the department median. It has 7 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in UR, PYRENEES-ORIENTALES. Its legal status is Privé non lucratif. It is classified as: EHPAD. It has a capacity of 35 places. It offers complete accommodation. It has APL housing support. Its minimum price is 1991.7 euros. The median minimum price in its department is 1998.3 euros. Its price is below the department median price. Its price is slightly lower than the department median. It has 7 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in PERPIGNAN, PYRENEES-ORIENTALES. Its legal status is Privé commercial. It is classified as: EHPAD. It has a capacity of 81 places. It offers complete accommodation, an adapted care and activity center. It does not have APL housing support. Its minimum price is 2381.4 euros. The median minimum price in its department is 1998.3 euros. Its price is above the department median price. Its price is close to the department median. It has 5 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",0
"This establishment is a EHPAD located in SOREDE, PYRENEES-ORIENTALES. Its legal status is Privé non lucratif. It is classified as: EHPAD. It has a capacity of 76 places. It offers complete accommodation, temporary accommodation. It has APL housing support. Its minimum price is 1913.1 euros. The median minimum price in its department is 1998.3 euros. Its price is below the department median price. Its price is slightly lower than the department median. It has 11 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in ST CYPRIEN, PYRENEES-ORIENTALES. Its legal status is Privé non lucratif. It is classified as: EHPAD. It has a capacity of 76 places. It offers complete accommodation, day care. It has APL housing support. Its minimum price is 2258.1 euros. The median minimum price in its department is 1998.3 euros. Its price is above the department median price. Its price is close to the department median. It has 5 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",0
"This establishment is a EHPAD located in VILLELONGUE DELS MONTS, PYRENEES-ORIENTALES. Its legal status is Privé non lucratif. It is classified as: EHPAD. It has a capacity of 85 places. It offers complete accommodation, temporary accommodation, day care, an Alzheimer specialized unit, an adapted care and activity center. It has APL housing support. Its minimum price is 1972.8 euros. The median minimum price in its department is 1998.3 euros. Its price is below the department median price. Its price is slightly lower than the department median. It has 7 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in PERPIGNAN, PYRENEES-ORIENTALES. Its legal status is Privé non lucratif. It is classified as: EHPAD. It has a capacity of 84 places. It offers complete accommodation. It does not have APL housing support. Its minimum price is 1991.4 euros. The median minimum price in its department is 1998.3 euros. Its price is below the department median price. Its price is slightly lower than the department median. It has 5 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",0
"This establishment is a EHPAD located in ST LAURENT DE CERDANS, PYRENEES-ORIENTALES. Its legal status is Public. It is classified as: EHPAD. It has a capacity of 89 places. It offers complete accommodation, an Alzheimer specialized unit, an adapted care and activity center. It has APL housing support. Its minimum price is 1914.6 euros. The median minimum price in its department is 1998.3 euros. Its price is below the department median price. Its price is slightly lower than the department median. It has 7 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in PERPIGNAN, PYRENEES-ORIENTALES. Its legal status is Privé non lucratif. It is classified as: EHPAD. It has a capacity of 60 places. It offers complete accommodation. It does not have APL housing support. Its minimum price is 2011.8 euros. The median minimum price in its department is 1998.3 euros. Its price is above the department median price. Its price is close to the department median. It has 5 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in ERR, PYRENEES-ORIENTALES. Its legal status is Privé non lucratif. It is classified as: EHPAD. It has a capacity of 75 places. It offers complete accommodation, an adapted care and activity center. It has APL housing support. Its minimum price is 1930.2 euros. The median minimum price in its department is 1998.3 euros. Its price is below the department median price. Its price is slightly lower than the department median. It has 5 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in MILLAS, PYRENEES-ORIENTALES. Its legal status is Public. It is classified as: EHPAD. It has a capacity of 88 places. It offers complete accommodation, temporary accommodation, day care. It does not have APL housing support. Its minimum price is 1859.4 euros. The median minimum price in its department is 1998.3 euros. Its price is below the department median price. Its price is slightly lower than the department median. It has 11 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in ALENYA, PYRENEES-ORIENTALES. Its legal status is Public. It is classified as: EHPAD. It has a capacity of 85 places. It offers complete accommodation, temporary accommodation, day care, an Alzheimer specialized unit, an adapted care and activity center. It has APL housing support. Its minimum price is 2099.4 euros. The median minimum price in its department is 1998.3 euros. Its price is above the department median price. Its price is close to the department median. It has 7 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in LATOUR DE FRANCE, PYRENEES-ORIENTALES. Its legal status is Privé non lucratif. It is classified as: EHPAD. It has a capacity of 75 places. It offers complete accommodation. It has APL housing support. Its minimum price is 1791.3 euros. The median minimum price in its department is 1998.3 euros. Its price is below the department median price. Its price is slightly lower than the department median. It has 7 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in PEYRESTORTES, PYRENEES-ORIENTALES. Its legal status is Public. It is classified as: EHPAD. It has a capacity of 66 places. It offers complete accommodation, temporary accommodation, day care, an adapted care and activity center. It has APL housing support. Its minimum price is 1861.5 euros. The median minimum price in its department is 1998.3 euros. Its price is below the department median price. Its price is slightly lower than the department median. It has 11 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in ST JEAN PLA DE CORTS, PYRENEES-ORIENTALES. Its legal status is Privé non lucratif. It is classified as: EHPAD. It has a capacity of 82 places. It offers complete accommodation, temporary accommodation, an Alzheimer specialized unit, an adapted care and activity center. It does not have APL housing support. Its minimum price is 2038.5 euros. The median minimum price in its department is 1998.3 euros. Its price is above the department median price. Its price is close to the department median. It has 7 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in BANYULS SUR MER, PYRENEES-ORIENTALES. Its legal status is Privé non lucratif. It is classified as: EHPAD. It has a capacity of 85 places. It offers complete accommodation, temporary accommodation. It does not have APL housing support. Its minimum price is 1940.7 euros. The median minimum price in its department is 1998.3 euros. Its price is below the department median price. Its price is slightly lower than the department median. It has 11 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in ILLE SUR TET, PYRENEES-ORIENTALES. Its legal status is Public. It is classified as: EHPAD. It has a capacity of 136 places. It offers complete accommodation, day care, an Alzheimer specialized unit. It does not have APL housing support. Its minimum price is 2044.2 euros. The median minimum price in its department is 1998.3 euros. Its price is above the department median price. Its price is close to the department median. It has 7 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in LATOUR BAS ELNE, PYRENEES-ORIENTALES. Its legal status is Privé non lucratif. It is classified as: EHPAD. It has a capacity of 80 places. It offers complete accommodation, temporary accommodation. It has APL housing support. Its minimum price is 2552.4 euros. The median minimum price in its department is 1998.3 euros. Its price is above the department median price. Its price is much higher than the department median. It has 7 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in ESPIRA DE L AGLY, PYRENEES-ORIENTALES. Its legal status is Privé commercial. It is classified as: EHPAD. It has a capacity of 66 places. It offers complete accommodation, temporary accommodation, an Alzheimer specialized unit, an adapted care and activity center. It has APL housing support. Its minimum price is 2735.4 euros. The median minimum price in its department is 1998.3 euros. Its price is above the department median price. Its price is much higher than the department median. It has 7 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in ST PAUL DE FENOUILLET, PYRENEES-ORIENTALES. Its legal status is Privé non lucratif. It is classified as: EHPAD. It has a capacity of 50 places. It offers complete accommodation, an Alzheimer specialized unit. It has APL housing support. Its minimum price is 1983.6 euros. The median minimum price in its department is 1998.3 euros. Its price is below the department median price. Its price is slightly lower than the department median. It has 5 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in PERPIGNAN, PYRENEES-ORIENTALES. Its legal status is Privé non lucratif. It is classified as: EHPAD. It has a capacity of 78 places. It offers complete accommodation, temporary accommodation, day care. It has APL housing support. Its minimum price is 2254.5 euros. The median minimum price in its department is 1998.3 euros. Its price is above the department median price. Its price is close to the department median. It has 7 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in LE SOLER, PYRENEES-ORIENTALES. Its legal status is Privé commercial. It is classified as: EHPAD. It has a capacity of 75 places. It offers complete accommodation, temporary accommodation. It does not have APL housing support. Its minimum price is 2237.4 euros. The median minimum price in its department is 1998.3 euros. Its price is above the department median price. Its price is close to the department median. It has 6 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",0
"This establishment is a EHPAD located in THUIR, PYRENEES-ORIENTALES. Its legal status is Public. It is classified as: EHPAD. It has a capacity of 121 places. It offers complete accommodation, temporary accommodation, day care, an Alzheimer specialized unit, an adapted care and activity center. It has APL housing support. Its minimum price is 2163.9 euros. The median minimum price in its department is 1998.3 euros. Its price is above the department median price. Its price is close to the department median. It has 7 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in ST ESTEVE, PYRENEES-ORIENTALES. Its legal status is Privé non lucratif. It is classified as: EHPAD. It has a capacity of 81 places. It offers complete accommodation, temporary accommodation, an Alzheimer specialized unit. It has APL housing support. Its minimum price is 2006.7 euros. The median minimum price in its department is 1998.3 euros. Its price is above the department median price. Its price is close to the department median. It has 7 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",0
"This establishment is a EHPAD located in PERPIGNAN, PYRENEES-ORIENTALES. Its legal status is Privé commercial. It is classified as: EHPAD. It has a capacity of 94 places. It offers complete accommodation, temporary accommodation, day care. It does not have APL housing support. Its minimum price is 2340.0 euros. The median minimum price in its department is 1998.3 euros. Its price is above the department median price. Its price is close to the department median. It has 5 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in BANYULS SUR MER, PYRENEES-ORIENTALES. Its legal status is Privé non lucratif. It is classified as: EHPAD. It has a capacity of 59 places. It offers complete accommodation. It has APL housing support. Its minimum price is 1999.5 euros. The median minimum price in its department is 1998.3 euros. Its price is above the department median price. Its price is close to the department median. It has 7 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in PERPIGNAN, PYRENEES-ORIENTALES. Its legal status is Privé non lucratif. It is classified as: EHPAD. It has a capacity of 90 places. It offers complete accommodation, an Alzheimer specialized unit, an adapted care and activity center. It has APL housing support. Its minimum price is 1998.3 euros. The median minimum price in its department is 1998.3 euros. Its price is equal to the department median price. Its price is close to the department median. It has 7 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in SALSES LE CHATEAU, PYRENEES-ORIENTALES. Its legal status is Public. It is classified as: EHPAD. It has a capacity of 87 places. It offers complete accommodation, temporary accommodation, an adapted care and activity center. It does not have APL housing support. Its minimum price is 1976.1 euros. The median minimum price in its department is 1998.3 euros. Its price is below the department median price. Its price is slightly lower than the department median. It has 7 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in PERPIGNAN, PYRENEES-ORIENTALES. Its legal status is Privé non lucratif. It is classified as: EHPAD. It has a capacity of 82 places. It offers complete accommodation, temporary accommodation, an Alzheimer specialized unit, an adapted care and activity center. It does not have APL housing support. Its minimum price is 2271.9 euros. The median minimum price in its department is 1998.3 euros. Its price is above the department median price. Its price is close to the department median. It has 6 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",0
"This establishment is a EHPAD located in PRATS DE MOLLO LA PRESTE, PYRENEES-ORIENTALES. Its legal status is Public. It is classified as: EHPAD. It has a capacity of 61 places. It offers complete accommodation, an Alzheimer specialized unit, an adapted care and activity center. It does not have APL housing support. Its minimum price is 1824.3 euros. The median minimum price in its department is 1998.3 euros. Its price is below the department median price. Its price is slightly lower than the department median. It has 5 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a Résidence autonomie located in LATOUR DE CAROL, PYRENEES-ORIENTALES. Its legal status is Privé non lucratif. It is classified as: residence autonomy. It has a capacity of 19 places. It offers complete accommodation, temporary accommodation. It has APL housing support. It offers F1Bis housing. Its minimum price is 1785.3 euros. The median minimum price in its department is 1998.3 euros. Its price is below the department median price. Its price is slightly lower than the department median. It has 0 EHPAD price fields filled. It has 4 residence autonomy price fields filled.",1
"This establishment is a Résidence autonomie located in NYER, PYRENEES-ORIENTALES. Its legal status is Privé non lucratif. It is classified as: residence autonomy. It has a capacity of 17 places. It offers complete accommodation, temporary accommodation. It has APL housing support. It offers F1Bis housing. Its minimum price is 1764.0 euros. The median minimum price in its department is 1998.3 euros. Its price is below the department median price. Its price is slightly lower than the department median. It has 0 EHPAD price fields filled. It has 4 residence autonomy price fields filled.",1
"This establishment is a Résidence autonomie located in ST CYPRIEN, PYRENEES-ORIENTALES. Its legal status is Public. It is classified as: residence autonomy. It has a capacity of 150 places. It offers complete accommodation. It does not have APL housing support. It offers F2 housing. Its minimum price is 426.0 euros. The median minimum price in its department is 1998.3 euros. Its price is below the department median price. Its price is much lower than the department median. It has 0 EHPAD price fields filled. It has 1 residence autonomy price fields filled.",0
"This establishment is a Résidence autonomie located in AMELIE LES BAINS PALALDA, PYRENEES-ORIENTALES. Its legal status is Public. It is classified as: residence autonomy. It has a capacity of 82 places. It offers complete accommodation. It has APL housing support. It offers F1 housing, F1Bis housing. Its minimum price is 334.0 euros. The median minimum price in its department is 1998.3 euros. Its price is below the department median price. Its price is much lower than the department median. It has 0 EHPAD price fields filled. It has 3 residence autonomy price fields filled.",0
"This establishment is a Résidence autonomie located in PERPIGNAN, PYRENEES-ORIENTALES. Its legal status is Privé non lucratif. It is classified as: residence autonomy. It has a capacity of 20 places. It offers complete accommodation. It does not have APL housing support. It offers F1Bis housing. The median minimum price in its department is 1998.3 euros. It has 0 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",0
"This establishment is a Résidence autonomie located in PORT VENDRES, PYRENEES-ORIENTALES. Its legal status is Public. It is classified as: residence autonomy. It has a capacity of 71 places. It offers complete accommodation. It has APL housing support. It offers F1Bis housing. Its minimum price is 1466.51 euros. The median minimum price in its department is 1998.3 euros. Its price is below the department median price. Its price is much lower than the department median. It has 0 EHPAD price fields filled. It has 2 residence autonomy price fields filled.",0
"This establishment is a Résidence autonomie located in ST PAUL DE FENOUILLET, PYRENEES-ORIENTALES. Its legal status is Public. It is classified as: residence autonomy. It has a capacity of 94 places. It offers complete accommodation. It has APL housing support. It offers F2 housing. Its minimum price is 536.79 euros. The median minimum price in its department is 1998.3 euros. Its price is below the department median price. Its price is much lower than the department median. It has 0 EHPAD price fields filled. It has 1 residence autonomy price fields filled.",0
"This establishment is a Résidence autonomie located in LE BOULOU, PYRENEES-ORIENTALES. Its legal status is Public. It is classified as: residence autonomy. It has a capacity of 52 places. It offers complete accommodation. It has APL housing support. It offers F1Bis housing. The median minimum price in its department is 1998.3 euros. It has 0 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",0
"This establishment is a Résidence autonomie located in TOULOUGES, PYRENEES-ORIENTALES. Its legal status is Public. It is classified as: residence autonomy. It has a capacity of 40 places. It offers complete accommodation. It has APL housing support. It offers F2 housing. The median minimum price in its department is 1998.3 euros. It has 0 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a ESLD located in ERR, PYRENEES-ORIENTALES. Its legal status is Privé non lucratif. It is classified as: ESLD. It has a capacity of 0 places. It offers complete accommodation. It has APL housing support. The median minimum price in its department is 1998.3 euros. It has 0 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",0
"This establishment is a ESLD located in ARLES SUR TECH, PYRENEES-ORIENTALES. Its legal status is Privé non lucratif. It is classified as: ESLD. It has a capacity of 0 places. It offers complete accommodation. It does not have APL housing support. The median minimum price in its department is 1998.3 euros. It has 0 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",0
"This establishment is a ESLD located in PERPIGNAN, PYRENEES-ORIENTALES. Its legal status is Public. It is classified as: ESLD. It has a capacity of 0 places. It offers complete accommodation, an Alzheimer specialized unit. It has APL housing support. The median minimum price in its department is 1998.3 euros. It has 0 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",0
"This establishment is a ESLD located in PRADES, PYRENEES-ORIENTALES. Its legal status is Public. It is classified as: ESLD. It has a capacity of 20 places. It offers complete accommodation, a reinforced accommodation unit. It has APL housing support. The median minimum price in its department is 1998.3 euros. It has 0 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",0
"This establishment is a Accueil de jour located in BISCHWILLER, BAS-RHIN. It is classified as: day care facility. It has a capacity of 15 places. It offers day care, an Alzheimer specialized unit. It does not have APL housing support. The median minimum price in its department is 1913.4 euros. It has 0 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",0
"This establishment is a EHPAD located in WISSEMBOURG, BAS-RHIN. Its legal status is Public. It is classified as: EHPAD. It has a capacity of 12 places. It offers day care, an Alzheimer specialized unit. It does not have APL housing support. Its minimum price is 1534.2 euros. The median minimum price in its department is 1913.4 euros. Its price is below the department median price. Its price is slightly lower than the department median. It has 4 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a Accueil de jour located in DIEMERINGEN, BAS-RHIN. Its legal status is Privé non lucratif. It is classified as: day care facility. It has a capacity of 15 places. It offers day care. It does not have APL housing support. The median minimum price in its department is 1913.4 euros. It has 0 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a Accueil de jour located in OBERHAUSBERGEN, BAS-RHIN. Its legal status is Privé non lucratif. It is classified as: day care facility. It has a capacity of 15 places. It offers day care, an Alzheimer specialized unit. It does not have APL housing support. The median minimum price in its department is 1913.4 euros. It has 0 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a Accueil de jour located in HOCHSTETT, BAS-RHIN. Its legal status is Privé non lucratif. It is classified as: day care facility. It has a capacity of 18 places. It offers day care. It does not have APL housing support. The median minimum price in its department is 1913.4 euros. It has 0 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a Accueil de jour located in STRASBOURG, BAS-RHIN. Its legal status is Privé non lucratif. It is classified as: day care facility. It has a capacity of 25 places. It offers day care. It does not have APL housing support. The median minimum price in its department is 1913.4 euros. It has 0 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in PFAFFENHOFFEN, BAS-RHIN. Its legal status is Public. It is classified as: EHPAD. It has a capacity of 70 places. It offers complete accommodation, an Alzheimer specialized unit. It has APL housing support. Its minimum price is 2071.8 euros. The median minimum price in its department is 1913.4 euros. Its price is above the department median price. Its price is close to the department median. It has 5 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in HOENHEIM, BAS-RHIN. Its legal status is Privé non lucratif. It is classified as: EHPAD. It has a capacity of 54 places. It offers complete accommodation, an Alzheimer specialized unit. It does not have APL housing support. Its minimum price is 2017.5 euros. The median minimum price in its department is 1913.4 euros. Its price is above the department median price. Its price is close to the department median. It has 5 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in ILLKIRCH GRAFFENSTADEN, BAS-RHIN. Its legal status is Privé non lucratif. It is classified as: EHPAD. It has a capacity of 127 places. It offers complete accommodation. It does not have APL housing support. Its minimum price is 2098.2 euros. The median minimum price in its department is 1913.4 euros. Its price is above the department median price. Its price is close to the department median. It has 5 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in STRASBOURG, BAS-RHIN. Its legal status is Privé non lucratif. It is classified as: EHPAD. It has a capacity of 127 places. It offers complete accommodation. It does not have APL housing support. Its minimum price is 2098.5 euros. The median minimum price in its department is 1913.4 euros. Its price is above the department median price. Its price is close to the department median. It has 5 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in STRASBOURG, BAS-RHIN. Its legal status is Privé non lucratif. It is classified as: EHPAD. It has a capacity of 82 places. It offers complete accommodation. It has APL housing support. Its minimum price is 1896.9 euros. The median minimum price in its department is 1913.4 euros. Its price is below the department median price. Its price is slightly lower than the department median. It has 5 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in STRASBOURG, BAS-RHIN. Its legal status is Privé non lucratif. It is classified as: EHPAD. It has a capacity of 98 places. It offers complete accommodation, an Alzheimer specialized unit. It does not have APL housing support. Its minimum price is 1896.0 euros. The median minimum price in its department is 1913.4 euros. Its price is below the department median price. Its price is slightly lower than the department median. It has 5 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in STRASBOURG, BAS-RHIN. Its legal status is Privé non lucratif. It is classified as: EHPAD. It has a capacity of 129 places. It offers complete accommodation, an Alzheimer specialized unit. It has APL housing support. Its minimum price is 1962.3 euros. The median minimum price in its department is 1913.4 euros. Its price is above the department median price. Its price is close to the department median. It has 7 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in DRUSENHEIM, BAS-RHIN. Its legal status is Public. It is classified as: EHPAD. It has a capacity of 80 places. It offers complete accommodation. It does not have APL housing support. Its minimum price is 1789.5 euros. The median minimum price in its department is 1913.4 euros. Its price is below the department median price. Its price is slightly lower than the department median. It has 5 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in STRASBOURG, BAS-RHIN. Its legal status is Privé non lucratif. It is classified as: EHPAD. It has a capacity of 80 places. It offers complete accommodation, an Alzheimer specialized unit. It does not have APL housing support. Its minimum price is 2161.5 euros. The median minimum price in its department is 1913.4 euros. Its price is above the department median price. Its price is close to the department median. It has 7 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in STRASBOURG, BAS-RHIN. Its legal status is Privé non lucratif. It is classified as: EHPAD. It has a capacity of 90 places. It offers complete accommodation, temporary accommodation, an adapted care and activity center. It does not have APL housing support. Its minimum price is 2024.1 euros. The median minimum price in its department is 1913.4 euros. Its price is above the department median price. Its price is close to the department median. It has 6 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in STRASBOURG, BAS-RHIN. Its legal status is Privé non lucratif. It is classified as: EHPAD. It has a capacity of 139 places. It offers complete accommodation, temporary accommodation, an Alzheimer specialized unit, an adapted care and activity center. It does not have APL housing support. Its minimum price is 1953.6 euros. The median minimum price in its department is 1913.4 euros. Its price is above the department median price. Its price is close to the department median. It has 9 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in STRASBOURG, BAS-RHIN. Its legal status is Public. It is classified as: EHPAD. It has a capacity of 72 places. It offers complete accommodation, an Alzheimer specialized unit. It does not have APL housing support. Its minimum price is 1778.7 euros. The median minimum price in its department is 1913.4 euros. Its price is below the department median price. Its price is slightly lower than the department median. It has 7 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in BOUXWILLER, BAS-RHIN. Its legal status is Public. It is classified as: EHPAD. It has a capacity of 124 places. It offers complete accommodation, temporary accommodation, day care. It has APL housing support. Its minimum price is 2018.1 euros. The median minimum price in its department is 1913.4 euros. Its price is above the department median price. Its price is close to the department median. It has 7 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in HAGUENAU, BAS-RHIN. Its legal status is Public. It is classified as: EHPAD. It has a capacity of 94 places. It offers complete accommodation. It has APL housing support. Its minimum price is 1621.5 euros. The median minimum price in its department is 1913.4 euros. Its price is below the department median price. Its price is slightly lower than the department median. It has 5 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in SAVERNE, BAS-RHIN. Its legal status is Public. It is classified as: EHPAD. It has a capacity of 88 places. It offers complete accommodation. It does not have APL housing support. Its minimum price is 1713.9 euros. The median minimum price in its department is 1913.4 euros. Its price is below the department median price. Its price is slightly lower than the department median. It has 7 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in STRASBOURG, BAS-RHIN. Its legal status is Privé non lucratif. It is classified as: EHPAD. It has a capacity of 118 places. It offers complete accommodation, an Alzheimer specialized unit. It does not have APL housing support. Its minimum price is 2139.3 euros. The median minimum price in its department is 1913.4 euros. Its price is above the department median price. Its price is close to the department median. It has 5 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a ESLD located in SCHILTIGHEIM, BAS-RHIN. Its legal status is Privé commercial. It is classified as: ESLD. It has a capacity of 0 places. It offers complete accommodation. It has APL housing support. The median minimum price in its department is 1913.4 euros. It has 0 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",0
"This establishment is a EHPAD located in STRASBOURG, BAS-RHIN. Its legal status is Privé non lucratif. It is classified as: EHPAD. It has a capacity of 84 places. It offers complete accommodation, temporary accommodation, an Alzheimer specialized unit. It has APL housing support. Its minimum price is 2088.0 euros. The median minimum price in its department is 1913.4 euros. Its price is above the department median price. Its price is close to the department median. It has 7 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in GEISPOLSHEIM, BAS-RHIN. Its legal status is Privé non lucratif. It is classified as: EHPAD. It has a capacity of 129 places. It offers complete accommodation, an Alzheimer specialized unit. It has APL housing support. Its minimum price is 2082.9 euros. The median minimum price in its department is 1913.4 euros. Its price is above the department median price. Its price is close to the department median. It has 7 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in STRASBOURG, BAS-RHIN. Its legal status is Privé non lucratif. It is classified as: EHPAD. It has a capacity of 151 places. It offers complete accommodation, temporary accommodation, an Alzheimer specialized unit, an adapted care and activity center. It does not have APL housing support. Its minimum price is 2049.0 euros. The median minimum price in its department is 1913.4 euros. Its price is above the department median price. Its price is close to the department median. It has 9 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in THAL MARMOUTIER, BAS-RHIN. Its legal status is Privé non lucratif. It is classified as: EHPAD. It has a capacity of 82 places. It offers complete accommodation, an Alzheimer specialized unit. It has APL housing support. Its minimum price is 2055.3 euros. The median minimum price in its department is 1913.4 euros. Its price is above the department median price. Its price is close to the department median. It has 5 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in BRUMATH, BAS-RHIN. Its legal status is Public. It is classified as: EHPAD. It has a capacity of 180 places. It offers complete accommodation, temporary accommodation, day care, an Alzheimer specialized unit, an adapted care and activity center. It does not have APL housing support. Its minimum price is 1958.4 euros. The median minimum price in its department is 1913.4 euros. Its price is above the department median price. Its price is close to the department median. It has 7 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in STRASBOURG, BAS-RHIN. Its legal status is Privé non lucratif. It is classified as: EHPAD. It has a capacity of 86 places. It offers complete accommodation, temporary accommodation. It has APL housing support. Its minimum price is 1800.6 euros. The median minimum price in its department is 1913.4 euros. Its price is below the department median price. Its price is slightly lower than the department median. It has 5 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
"This establishment is a EHPAD located in WISSEMBOURG, BAS-RHIN. Its legal status is Public. It is classified as: EHPAD. It has a capacity of 62 places. It offers complete accommodation, temporary accommodation. It does not have APL housing support. Its minimum price is 1761.9 euros. The median minimum price in its department is 1913.4 euros. Its price is below the department median price. Its price is slightly lower than the department median. It has 9 EHPAD price fields filled. It has 0 residence autonomy price fields filled.",1
